@RELATION test

@ATTRIBUTE livingroom_tempterature real
@ATTRIBUTE livingroom_humidity real
@ATTRIBUTE livingroom_luminance real
@ATTRIBUTE study_tempterature real
@ATTRIBUTE study_humidity real
@ATTRIBUTE study_luminance real
@ATTRIBUTE bedroom_tempterature real
@ATTRIBUTE bedroom_humidity real
@ATTRIBUTE bedroom_luminance real
@ATTRIBUTE kitchen_tempterature real
@ATTRIBUTE kitchen_humidity real
@ATTRIBUTE kitchen_luminance real
@ATTRIBUTE hallway_tempterature real
@ATTRIBUTE hallway_humidity real
@ATTRIBUTE hallway_luminance real
@ATTRIBUTE light_livingroom integer
@ATTRIBUTE audio_livingroom integer
@ATTRIBUTE current_watercoldfan_livingroom real
@ATTRIBUTE current_TV_livingroom real
@ATTRIBUTE current_lamp_livingroom real
@ATTRIBUTE current_xbox_livingroom real
@ATTRIBUTE current_AC_livingroom real
@ATTRIBUTE people_livingroom integer
@ATTRIBUTE light_study integer
@ATTRIBUTE current_lamp_study real
@ATTRIBUTE current_NB_study real
@ATTRIBUTE people_study integer
@ATTRIBUTE light_bedroom integer
@ATTRIBUTE current_lamp_bedroom real
@ATTRIBUTE current_PC_bedroom real
@ATTRIBUTE current_AC_bedroom real
@ATTRIBUTE current_nightlamp_bedroom real
@ATTRIBUTE people_bedroom integer
@ATTRIBUTE light_kitchen integer
@ATTRIBUTE current_microwave_kitchen real
@ATTRIBUTE people_kitchen integer
@ATTRIBUTE light_hallway integer
@ATTRIBUTE switch_door_hallway integer
@ATTRIBUTE people_hallway integer
@ATTRIBUTE class {PlayingKinect,Reading,WatchingTV}

@DATA
21.1,63.9,170.1,22.1,56.5,29.4,21.6,60.0,72.0,24.0,51.5,17.2,23.9,56.6,30.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.8,170.1,22.0,56.5,35.7,21.6,60.0,72.0,24.0,51.5,15.1,23.9,56.6,32.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.8,170.1,22.0,56.5,29.4,21.6,60.0,72.0,24.0,51.5,21.5,23.9,56.5,28.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.8,170.1,22.0,56.5,27.3,21.6,60.0,72.0,24.0,51.5,19.4,23.9,56.6,28.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.6,170.1,22.0,56.5,27.3,21.6,60.0,72.0,24.0,51.4,15.1,23.9,56.4,28.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.7,172.2,22.0,56.5,33.6,21.6,60.0,76.5,24.0,51.5,15.1,23.9,56.2,28.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.6,172.2,22.0,56.6,37.8,21.6,60.0,76.5,24.0,51.5,17.2,23.9,56.3,30.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.7,172.2,22.0,56.6,29.4,21.6,60.0,67.5,24.0,51.4,23.6,23.9,56.3,30.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.7,172.2,22.0,56.6,31.5,21.6,60.0,67.5,24.0,51.4,19.4,23.9,56.1,28.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.7,172.2,22.0,56.5,39.9,21.6,60.0,67.5,24.0,51.5,21.5,23.9,55.5,32.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.6,172.2,22.0,56.5,27.3,21.6,59.9,67.5,24.0,51.5,17.2,23.9,55.4,32.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.6,174.3,22.0,56.5,33.6,21.6,59.9,81.0,24.0,51.5,19.4,24.0,54.7,28.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.6,174.3,22.0,56.5,29.4,21.6,59.9,72.0,24.0,51.4,15.1,24.0,54.9,28.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.6,174.3,22.0,56.4,31.5,21.6,59.9,81.0,24.0,51.3,21.5,24.0,55.2,30.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.6,174.3,22.0,56.5,39.9,21.6,59.9,90.0,24.0,51.2,17.2,24.0,55.5,28.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.6,174.3,22.0,56.4,27.3,21.6,59.8,67.5,24.0,51.4,19.4,24.0,55.4,30.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.6,174.3,22.0,56.5,42.0,21.6,59.8,67.5,24.0,51.2,19.4,24.0,55.2,30.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.6,170.1,22.0,56.4,29.4,21.6,59.8,72.0,24.0,51.4,19.4,24.0,55.5,28.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.5,168.0,22.0,56.4,27.3,21.6,59.8,72.0,24.0,51.3,21.5,24.0,55.8,30.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.5,168.0,22.0,56.3,33.6,21.6,59.8,76.5,23.9,51.2,23.6,24.0,56.0,30.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.5,168.0,22.0,56.3,31.5,21.5,59.8,72.0,24.0,51.3,19.4,23.9,55.8,30.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.5,168.0,22.0,56.3,27.3,21.6,59.8,76.5,24.0,51.4,17.2,23.9,55.9,28.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.5,168.0,22.0,56.3,31.5,21.6,59.8,85.5,24.0,51.4,17.2,23.9,56.1,30.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.5,170.1,22.0,56.3,27.3,21.6,59.8,67.5,24.0,51.3,17.2,23.9,56.3,36.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.5,170.1,22.0,56.3,25.2,21.5,59.7,67.5,24.0,51.4,15.1,23.9,56.1,26.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.5,172.2,22.0,56.3,27.3,21.5,59.7,63.0,24.0,51.2,19.4,23.9,55.5,38.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.5,172.2,22.0,56.3,31.5,21.5,59.8,63.0,24.0,51.4,19.4,23.9,55.3,28.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.5,172.2,22.0,56.2,27.3,21.6,59.8,67.5,24.0,51.4,30.1,23.9,55.2,30.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.4,172.2,22.0,56.3,42.0,21.5,59.8,67.5,24.0,51.2,17.2,23.9,55.4,30.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.4,172.2,22.0,56.3,39.9,21.5,59.8,67.5,24.0,51.2,17.2,23.9,55.2,28.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.4,172.2,22.0,56.2,31.5,21.5,59.8,67.5,24.0,51.2,17.2,24.0,55.4,32.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.4,170.1,22.0,56.2,29.4,21.6,59.8,67.5,23.9,51.2,27.9,24.0,55.5,34.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.4,168.0,22.0,56.2,31.5,21.5,59.8,76.5,23.9,51.3,19.4,24.0,55.7,30.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.4,168.0,22.0,56.2,31.5,21.6,59.8,63.0,23.9,51.3,17.2,23.9,56.0,32.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.4,168.0,22.0,56.2,33.6,21.6,59.8,67.5,23.9,51.3,15.1,23.9,55.9,30.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.3,168.0,22.0,56.2,27.3,21.6,59.8,63.0,23.9,51.3,19.4,23.9,55.8,32.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.4,168.0,22.0,56.1,27.3,21.6,59.8,72.0,23.9,51.3,19.4,23.9,56.0,28.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.4,165.9,22.0,56.1,37.8,21.6,59.8,81.0,23.9,51.4,15.1,23.9,56.3,30.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.4,172.2,22.0,56.1,27.3,21.5,59.8,63.0,24.0,51.4,17.2,23.9,56.4,32.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.4,172.2,22.0,56.1,29.4,21.6,59.8,76.5,24.0,51.4,17.2,23.9,56.5,30.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.4,172.2,22.0,56.1,27.3,21.6,59.8,72.0,24.0,51.3,25.8,23.9,56.1,28.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.3,172.2,22.1,56.1,29.4,21.6,59.8,58.5,24.0,51.3,19.4,24.0,56.2,44.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.4,172.2,22.1,56.1,29.4,21.6,59.8,67.5,24.0,51.3,19.4,23.9,55.8,32.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.4,170.1,22.0,56.1,31.5,21.6,59.8,72.0,24.0,51.4,21.5,23.9,56.0,30.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.6,170.1,22.0,56.1,29.4,21.6,59.8,67.5,24.0,51.3,17.2,23.9,56.2,30.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.5,170.1,22.1,56.1,29.4,21.6,59.8,58.5,24.0,51.3,17.2,23.9,56.1,32.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.5,165.9,22.1,56.1,29.4,21.6,59.8,67.5,24.0,51.3,30.1,23.9,56.2,28.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.4,165.9,22.1,56.0,42.0,21.6,59.8,72.0,23.9,51.3,17.2,23.9,56.0,28.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.3,165.9,22.1,56.0,29.4,21.6,59.7,63.0,23.9,51.3,23.6,23.9,55.9,30.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.4,174.3,22.1,56.0,29.4,21.6,59.8,81.0,23.9,51.3,15.1,23.9,55.8,28.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.3,174.3,22.1,56.0,31.5,21.6,59.8,72.0,23.9,51.3,17.2,23.9,55.6,26.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.3,174.3,22.1,56.0,29.4,21.6,59.7,72.0,24.0,51.3,19.4,23.9,56.1,28.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.3,174.3,22.1,56.0,31.5,21.6,59.7,63.0,23.9,51.3,25.8,23.9,56.6,30.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.4,174.3,22.1,56.0,27.3,21.6,59.7,67.5,23.9,51.3,17.2,23.9,56.8,28.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.3,165.9,22.1,56.0,27.3,21.6,59.7,67.5,23.9,51.3,21.5,23.9,56.7,26.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.3,168.0,22.1,56.0,33.6,21.6,59.7,72.0,23.9,51.4,21.5,23.9,56.6,30.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.3,170.1,22.1,55.9,27.3,21.6,59.7,72.0,23.9,51.3,23.6,23.9,57.0,30.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.3,170.1,22.1,55.9,29.4,21.6,59.7,67.5,23.9,51.5,21.5,23.9,56.8,32.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.3,170.1,22.1,55.9,31.5,21.6,59.7,63.0,23.9,51.5,21.5,23.9,55.9,32.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.3,170.1,22.1,55.9,33.6,21.6,59.7,67.5,23.9,51.4,19.4,23.9,55.4,28.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.4,170.1,22.1,56.0,39.9,21.6,59.7,63.0,23.9,51.3,15.1,23.9,54.7,36.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.4,170.1,22.1,56.0,42.0,21.6,59.7,67.5,23.9,51.3,21.5,24.0,54.4,28.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.3,168.0,22.1,56.0,31.5,21.6,59.7,72.0,23.9,51.3,27.9,24.0,54.4,30.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.3,165.9,22.1,56.0,27.3,21.6,59.7,63.0,23.9,51.4,19.4,24.0,54.8,34.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.3,165.9,22.1,56.0,29.4,21.6,59.8,58.5,23.9,51.5,19.4,24.0,54.8,30.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.3,165.9,22.1,56.0,29.4,21.6,59.8,67.5,23.9,51.5,15.1,24.0,55.4,30.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.2,170.1,22.1,56.0,35.7,21.6,59.8,58.5,23.9,51.4,17.2,24.0,55.4,36.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.2,63.2,170.1,22.1,56.0,27.3,21.6,59.8,58.5,24.0,51.4,17.2,24.0,55.5,32.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.2,63.2,170.1,22.1,56.0,37.8,21.6,59.8,63.0,23.9,51.3,17.2,24.0,55.7,28.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.2,63.1,170.1,22.1,56.0,31.5,21.6,59.8,67.5,24.0,51.4,19.4,24.0,55.9,34.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.2,63.1,170.1,22.1,56.0,33.6,21.6,59.8,67.5,24.0,51.4,21.5,23.9,55.9,30.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.2,63.1,168.0,22.1,56.0,31.5,21.6,59.8,67.5,24.0,51.4,17.2,23.9,56.1,32.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.2,63.2,170.1,22.1,56.0,33.6,21.6,59.8,67.5,24.0,51.4,15.1,24.0,56.1,38.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.2,63.2,170.1,22.1,56.0,29.4,21.6,59.8,58.5,24.0,51.3,23.6,24.0,56.1,28.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.2,170.1,22.1,56.0,29.4,21.6,59.8,72.0,24.0,51.5,17.2,24.0,55.7,30.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.2,170.1,22.1,56.0,29.4,21.6,59.8,81.0,24.0,51.5,19.4,24.0,55.8,36.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.3,170.1,22.1,56.0,29.4,21.6,59.8,72.0,23.9,51.5,17.2,24.0,56.0,30.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
21.1,63.3,172.2,22.1,56.0,33.6,21.6,59.8,58.5,24.0,51.5,34.4,23.9,55.7,30.0,1,0,0.1,1.0,0.0,0.0,0.1,1,0,0.0,0.1,0,0,0.0,0.1,0.1,0.0,0,0,0.1,0,0,0,0,WatchingTV
